Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
24/7 access to open plan office space for 15 persons,7328,"80 Atlantic Ave, 4th Floor, Toronto, ON, M6K 3E4",2024-03-13 13:01:52,,,,,,,,,,"1,292",Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/24-7-access-to-open-plan-office-space-for-15-persons/1519085741
Private office space for 2 persons in Brookfield Place,1038,"161 Bay Street TD Canada trust Tower, 27th Floor, Toronto, ON, M5J 2S1",2024-03-13 13:01:51,,,,,,,,,,538,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-for-2-persons-in-brookfield-place/1512520835
Private office space for 3 persons in Toronto Yorkville,736,"1235 Bay Street, 5th and 7th Floors, Toronto, ON, M5R 3K4",2024-03-13 13:01:50,,,,,,,,,,646,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-for-3-persons-in-toronto-yorkville/1505833697
Professional office space in Eaton Centre on fully flexible term,745,"1 Dundas Street West , Suite 2500, Toronto, ON, M5G 1Z3",2024-03-13 13:01:50,,,,,,,,,,538,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/professional-office-space-in-eaton-centre-on-fully-flexible-term/1505799396
Virtual office in West Toronto - Etobicoke,175,"10 Four Seasons Place, Suite 1000, Etobicoke, ON, M9B 6H7",2024-03-13 13:01:50,,,,,,,,,,54,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/virtual-office-in-west-toronto-etobicoke/1505799748
Professional office space in Parkway Place,613,"251 Consumers Road, Suite 1200, Toronto, ON, M2J 4R3",2024-03-13 13:01:50,,,,,,,,,,538,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/professional-office-space-in-parkway-place/1505799315
"1760, 1770 & 1780 Wilson Ave",1800,"1770 Wilson Ave, Toronto, ON, M3L 1A9",2024-03-13 13:01:50,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,Yes,No,Not Included,No,,,"Special promotion 2 Months Free! at 1760, 1770, and 1780 Wilson Avenue",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1760-1770-1780-wilson-ave/1505776100
Private office space tailored to your business’ unique needs,3116,"401 Bay Street, 16th Floor, Toronto, ON, M5H 2Y4",2024-03-13 13:01:50,,,,,,,,,,807,Yes,,,,,,,,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/private-office-space-tailored-to-your-business-unique-needs/1505800638
Golden Equity Property at 2460-2500 Keele Street,1699,"2460-2500 Keele, Toronto, ON, M6L 2N4",2024-03-13 13:01:49,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,2460-2500 Keele Street (1 and 2 bedrooms),,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-at-2460-2500-keele-street/1505829405
"Golden Equity Properties at 514-516 Dawes Rd, Toronto East York",1800,"514-516 Dawes Rd, Toronto, ON, M4B 2E9",2024-03-13 13:01:48,Apartment,3,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,Not Available,No,No,Not Included,No,,,"Golden Equity Properties at 514-516 Dawes Rd, Toronto (East York)",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-514-516-dawes-rd-toronto-east-york/1616340887
Golden Equity Property at 51 McMurchy Apartment,1800,"51 McMurchy Ave North, Brampton, ON, L6X 1X7",2024-03-13 13:01:48,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,"Beautiful 1, 2 & 3-Bedroom Renovated Units, for rent. Situated in a quiet Residential Area, bright and clean apartment located in Brampton, ON L6X 1X7. Its close-by Chris Gibson parks, North Mill Parkette and Nanny McCredie Park, schools The Wonder Years Montessori, Glendale Public School, and Rowntree Montessori School, medical facilities, has easy access to public transit including GO Transit, close to the airport and is accessible to major highways. Nearby grocery stores are M&M Food Market, M & M Meat Market, One Stop Super Market, and FreshCo, coffee shops include T by Daniel, Dum Dum's Sports Bar, and Ice Cream Cafe.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-at-51-mcmurchy-apartment/1686924944
Golden Equity Properties at 99 Kennedy road North Apartment,1800,"99 Kennedy Road North, Brampton, ON, L6V 1X7",2024-03-13 13:01:48,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,99 Kennedy road North Apartment,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-99-kennedy-road-north-apartment/1686924918
Golden Equity Properties at 501 & 503 Balmoral Drive Apartment,1800,"501 Balmoral Drive, Brampton, ON, L6T 1W2",2024-03-13 13:01:48,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,"Spacious 1 & 2-Bedroom Renovated Units, for rent at Prime Bramalea and Balmoral Drive Location Brampton.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-501-503-balmoral-drive-apartment/1505782801
"Golden Equity Properties at 2 Dorado Court, Toronto, ON M3M 2E3",1800,"2 Dorado Court, Toronto, ON, M3M 2E3",2024-03-13 13:01:48,Apartment,3,1,,Not Included,1,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,,,"Golden Equity Properties at 2 Dorado Court, Toronto, ON M3M 2E3",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2-dorado-court-toronto-on-m3m-2e3/1621245230
Golden Equity Property art 2460-2500 Keele Street,1800,"2460-2500 Keele, Toronto, ON, M6L 2N4",2024-03-13 13:01:47,Apartment,2,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,"2460-2500 Keele Street, 2 bedrooms",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-property-art-2460-2500-keele-street/1505829419
Golden Equity Properties at 2548 Kipling Avenue,1800,"2548 Kipling Avenue, Etobicoke, ON, M9V 3B1",2024-03-13 13:01:47,Apartment,1,1,,Not Included,0,1 Year,,Yes,Not Available,No,No,Not Included,No,,,2548 Kipling Avenue. We are offering 1 and 2 bedroom newly renovated apartments in a secure building in Etobicoke Ontario.,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2548-kipling-avenue/1505776860
1475 King street West,1800,"1475 King street West, Toronto, ON, M6K 1J4",2024-03-13 13:01:47,Apartment,2,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,No,,,Beautiful heritage 1 and 2-bedroom apartments.,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1475-king-street-west/1505787048
Golden Equity Properties at 185 Cosburn Avenue,1800,"185 Cosburn Avenue, East York, ON, M4J 2L1",2024-03-13 13:01:47,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,"Fully renovated 1 bedroom, 1 bedroom plus Den and 2-bedroom apartments.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-185-cosburn-avenue/1505787022
Golden Equity Properties at 893 Kennedy Road,1800,"893 Kennedy Road, Scarborough, ON, M1P 2L5",2024-03-13 13:01:46,Apartment,3,1,,Not Included,1,1 Year,,Limited,Not Available,No,No,Not Included,Outdoors only,,,"1, 2 and 3-bedroom fully renovated apartments.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-893-kennedy-road/1626538180
Golden Equity Properties at 15 Bater Avenue,1800,"15 Bater Avenue, East York, ON, M4K 2C1",2024-03-13 13:01:45,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Yes,,,"We are offering beautiful bachelor, 1 and 2-bedroom apartments fully renovated.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-15-bater-avenue/1505787058
Golden Equity Properties at 2313 Islington Avenue,1800,"2313 Islington Avenue, Etobicoke, ON, M9W 3X1",2024-03-13 13:01:45,Apartment,1,1,,Not Included,0,1 Year,,No,Not Available,No,No,Not Included,Outdoors only,,,"1 bedroom starting at: $1,799.00 per month plus Hydro and water",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/golden-equity-properties-at-2313-islington-avenue/1509350822
"renovated one bedroom, eglinton and dvp - ID 1957",2150,"55 Eccleston Drive, Toronto, ON, M4A 1L1",2024-03-13 13:00:00,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 3, 2024",Yes,616,No,No,Not Included,No,"Laundry (In Unit), Laundry (In Building), Dishwasher","Storage Space, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-eglinton-and-dvp-id-1957/1688077712
"renovated one bedroom, kingston and woodbine - ID 2398",2050,"501 Kingston Road, Toronto, ON, M4L 1V7",2024-03-13 13:00:00,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 3, 2024",Yes,625,No,No,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-kingston-and-woodbine-id-2398/1688077714
2 Bedroom Apartment for Rent - 2570 Kingston Road,2383,"2570 Kingston Road, Scarborough, ON, M1M 1L9",2024-03-13 13:00:00,Apartment,2,1,,Not Included,0,1 Year,,Limited,941,No,No,Not Included,No,Laundry (In Building),"Bicycle Parking, Elevator in Building",Location Details,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-2570-kingston-road/1688078451
Furnished Room- 7 minutes walking to  Main St. Subway station,690,"Coleman Ave, Toronto, ON M4C 1R1",2024-03-13 12:59:19,,,,,,,,,No,,Yes,,,,,,"International students, travellers, work permit holders are welcome!
-4 months ( or more ) minimum stay required
This is a cozy Private Furnished room located on the main floor of the Shared House
-Internet and utilitieus ( included )
Price : $690
Very convenient location .
6 minutes Walking distance to Main Street Subway station ( please check on the google map before coming to see the house)
No smoking house
Please when you send message tell us (otherwise will not respond )your job, Where are you from, how long have you been in Canada, When you want to move in ,how long you want to stay , do you smoke ?",8 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-7-minutes-walking-to-main-st-subway-station/1688090647
OUTDOOR Car Storage,130,"North York, ON M3J 1X5",2024-03-13 12:58:23,,,,,,,,,,,,,,,,,OUTDOOR car Storage on a private driveway.,96 visits,https://www.kijiji.ca/v-storage-parking/city-of-toronto/outdoor-car-storage/1685076359
Downtown - 2 Bedroom Apartment,2500,"26 Gifford Street, Toronto, ON",2024-03-13 12:56:56,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,700,No,No,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"26 Gifford Street
$2,500.00 / mo
all utilities are included",5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-2-bedroom-apartment/1688090344
Private Room W/Private washroom -Cabbagetown/Downtown,950,"Sackville St, Toronto, ON M5A 1Y6",2024-03-13 12:56:30,,,,,,,,,,,Yes,,,,,,"Please Note : only the emails with self-intro will be responded !
Location: Downtown/Cabbagetown, one of the most beautiful and prestigious neighborhoods in Toronto!!! Next to the famous Riverdale Farm , lots of nature walking trails but yes !!!it’s DOWNTOWN!
House:
- Private washroom and shower and free laundry
-Room is in the basement and has a window to the beautiful garden and separate entrance to the backyard garden !
-two specious closets in room
-vintage working desk ,chair , mirror , wooden single bed with all beddings and much more …
-internet included
-You will have access to the specious beautiful Living room and fully equipped kitchen in Main floor opens to the Garden!
-living room and kitchen will be shared with a nice ,polite Canadian lady
Conditions:
-FEMALE ONLY
-International students , working permits are welcome!
-Can Commit to stay 1 YEAR MINIMUM
-Price: $950 per month
-ONLY Serious inquiries please
Email ( and include a short self-intro of yourself, like , your occupation, where are you from and how long have you been in Canada,etc ) for more details",11 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-w-private-washroom-cabbagetown-downtown/1688090277
1 Bedroom Apartment for Rent - 25 Ordnance Street,2610,"25 Ordnance Street, Toronto, ON, M6K 0H4",2024-03-13 12:55:45,Apartment,1,1,,Cable / TV,0,1 Year,,Yes,501,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",Experience Novus - a new rental community in the heart of Liberty Village offering hotel-like amenities and thoughtfully designed suites.,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-25-ordnance-street/1683987629
Sterling Residence 1 Apartment for Rent - 299  Campbell Avenue,3845,"299 Campbell Avenue, Toronto, ON, M6P 0C2",2024-03-13 12:55:45,Apartment,3,2,"Hydro_No,Heat_Yes,Water_No",Cable / TV,0,1 Year,,Yes,965,No,No,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Storage Space, Elevator in Building",The Campbell - located in the vibrant Junction Triangle is designed to enhance your life. Awarded Toronto's Best New Rental Development of The Year!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sterling-residence-1-apartment-for-rent-299-campbell-avenue/1677067400
,,,,,,,,,,,,,,,,,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/residence-21-apartment-for-rent-25-ordnance-street/1683790640
Wallace Residence 10 Apartment for Rent - 299  Campbell Avenue,3135,"299 Campbell Avenue, Toronto, ON, M6P 0C2",2024-03-13 12:55:45,Apartment,2,2,"Hydro_No,Heat_Yes,Water_No",Cable / TV,0,1 Year,,Yes,924,No,No,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Storage Space, Elevator in Building",The Campbell - located in the vibrant Junction Triangle is designed to enhance your life. Awarded Toronto's Best New Rental Development of The Year!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/wallace-residence-10-apartment-for-rent-299-campbell-avenue/1673115716
Perth Residence 4 Apartment for Rent - 299  Campbell Avenue,2287,"299 Campbell Avenue, Toronto, ON, M6P 0C2",2024-03-13 12:55:43,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Cable / TV,0,1 Year,,Yes,555,No,No,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Storage Space, Elevator in Building",The Campbell - located in the vibrant Junction Triangle is designed to enhance your life. Awarded Toronto's Best New Rental Development of The Year!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/perth-residence-4-apartment-for-rent-299-campbell-avenue/1675743576
Private room for rent for a boy - Limited time offer,900,"North York, ON M3J 1C5",2024-03-13 12:55:30,,,,,,,,,No,,Yes,,,,,,"Private room available for rent immediately @900 per month on single occupancy including utilities.
Complementary wifi
Near to grocery stores and bus stop
Laundry available in the house
Shared Kitchen and washroom
Strictly no smoking, no pets, no party, No overnight visitors",3 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-rent-for-a-boy-limited-time-offer/1688090177
Short Term Upscale Condo for Rent Furnished near Square One,3500,"Mississauga, ON L5B 2C9",2024-03-13 12:55:18,,,,,,,,,No,,Yes,,,,,,"Gorgeous Condo for Short term rent . Available April 1st . Minimum 1 month, ideally 3-4 months",3 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/short-term-upscale-condo-for-rent-furnished-near-square-one/1688090156
space in a shared room for rent for a boy - Limited time offer,490,"North York, ON M3J 1C5",2024-03-13 12:54:18,,,,,,,,,No,,Yes,,,,,,"Shared space available for rent immediately @490 per month including utilities.
Complementary wifi
Near to grocery stores and bus stop
Laundry available in the house
Shared Kitchen and washroom
Strictly no smoking, no pets, no party, No overnight visitors",10 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/space-in-a-shared-room-for-rent-for-a-boy-limited-time-offer/1688090068
3 Beds Plus Den and 3 Baths Townhouse Condo,3499,"York, ON M9N 1X7",2024-03-13 12:54:11,Townhouse,3 + Den,3,"Hydro_No,Heat_No,Water_Yes",Not Included,1,1 Year,"March 1, 2024",Limited,"1,400",No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"This is a 3 bedroom plus Den and 3 bathrooms. Centrally located in the heart of the Village of Weston, short drive to HWY 401, 409. TTC steps away. Every convenience in the neighbourhood. Parking permitted on both sides of Weston Road. Low rise building with direct access to your parking & locker from within the unit. Central AC. 2nd floor laundry. Oak stairs. Den can be used as 4th bedroom. Washroom on every floor. His & Her closets in the Primary Bedroom. Tankless water heater for endless supply of hot water. Visitor parking, central garbage dumpsters, mail boxes within easy reach. Short walk to Humber River.**** EXTRAS **** Bright and spacious, 9 ft ceiling on the main floor, 2 balconies, lots of kitchen cabinets, stainless steel appliances include ceramic cooktop stove, top freezer fridge, dishwasher, prewired security system may be activated at tenant's cost.",4 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-beds-plus-den-and-3-baths-townhouse-condo/1688090060
"3000, 3015, 3017 Queen St. E - 2 Bedroom Apartment for Rent",2799,"3017 Queen St. E, Toronto, ON, M1N 1A3",2024-03-13 12:54:00,Apartment,2,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,895,No,No,Yard,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",Bicycle Parking,Building Features,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3000-3015-3017-queen-st-e-2-bedroom-apartment-for-rent/1688077867
House for rent. 3br 2 bth. Yonge & Steeles.,3385,"Thornhill, ON L3T 2A5",2024-03-13 12:51:00,House,3,2,,Not Included,3+,1 Year,"May 1, 2024",No,"1,500",No,Yes,Yard,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,"Whole house incl bsmt. 3br 2 bath. One bus to Finch subway. Top rated schools. Include appliances. Not furnished. No smoking, no pets. Application and credit check required.",5 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent-3br-2-bth-yonge-steeles/1688089784
FINCH & DUFFERIN,699,"Alness Street, North York, ON",2024-03-13 12:46:52,,,,,,,,,,300,No,,,,,,Bright Second Floor Suites. 275-300SF. 24- Hour Access. Call Shelly at 416-650-0067 to view.,4 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/finch-dufferin/1688089387
Studio 1BR 2BR Brand New Condo units at Queensway & Royal York,2300,"36 Zorra St, Toronto, ON, M8Z 4Z7",2024-02-29 16:49:49,Condo,2 + Den,2,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"March 31, 2024",Yes,"1,100",No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Looking for a couple/working professional to lease brand new Condo units at The Queensway & Royal York Rd available immediately !! Steps to Costco, Humber Bay Shores, Islington & Royal York TTC Subway Station, Loblaws, Many Restuarants/Bars, IKEA ... Easy Access to Gardiner Expressway, Mimico GO, Sherway Gardens Mall & Much More !!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-1br-2br-brand-new-condo-units-at-queensway-royal-york/1667786397
1 Bedroom Basement Apartment,1900,"Etobicoke, ON M9W 3G1",2024-03-13 00:45:34,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,Month-to-month,"April 1, 2024",No,750,No,Yes,Not Included,No,"Laundry (In Building), Fridge / Freezer",,"Bright and sunny one bedroom basement apartment available for rent in gorgeous & cozy raised detached bungalow. Tastefully & Freshly Renovated, Spacious & meticulously maintained, located on a quiet, family - friendly street in North Etobicoke. The area is a quiet neighborhood, so if you like coming to a peaceful and quiet place after work; this is your kind of space. You must be a NON SMOKER.","1,368 visits",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment/1684213412
Brand New 1 bed Condos With & W/o Parking (Markham + Ellesmere),2000,"20 Meadowglen Place, Scarborough, ON",2024-03-13 07:45:31,Condo,1 + Den,2,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"March 8, 2024",No,698,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Welcome to Meadowglen Place, a delightful 1-bedroom with a den, 2-bathroom residence with a very functional layout. This unit boasts over 676 square feet with tons of upgrades throughout and your own private terrace. Nestled in a prime location, this Condo offers a perfect blend of comfort, style, and functionality. The condo offers it's residents amenities such as a Gym / Exercise Room, Pool, Rooftop Deck, Bbq pits and so much more. Be the first to live in this untouched condo.",315 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-bed-condos-with-w-o-parking-markham-ellesmere/1687609761
392 Sherbourne Street - Sherwood Apartments Apartment for Rent,2049,"392 Sherbourne Street, Toronto, ON, M4X 1K3",2024-03-05 14:21:46,Apartment,1,1,,Not Included,0,1 Year,,Yes,468,No,No,Not Included,No,Fridge / Freezer,Storage Space,"Welcome to Sherwood Apartments, situated in an established neighbourhood, close to everything downtown Toronto has to offer. You're right in the heart of it all here. Walk your dog to Allan Gardens to enjoy life off the leash in the dog park. Get your groceries at the giant Loblaws at the former Maple Leaf Gardens. Catch a concert at the Phoenix. Your new home is located within walking distance of Ryerson and George Brown College, St. Michael's Hospital, Eaton Centre and schools. The TTC is steps from your door and Sherbourne, College, and Wellesley subway stations are all just minutes away.Your renovated rental apartment features a spacious kitchen with stainless steel appliances, chocolate parquet floors, and upgraded bathrooms. Enjoy stunning views of the city from your private balcony. You'll love the convenience of on-site laundry facilities and fully-equipped fitness facilities. You'll have peace of mind thanks to our on-site management and maintenance team and monitored security cameras. Living downtown doesn't mean you or your friends have to worry about hunting for parking. There are dedicated visitor parking spaces for your guests and assigned parking available for you. Sherwood Apartments is a Certified Rental Building.Sherbourne Apartments (392 Sherbourne Street) offers the ideal setting for your urban story. nullBuilding OverivewWelcome to Sherwood Apartments, situated in an established neighbourhood, close to everything downtown Toronto has to offer. You're right in the heart of it all here. Walk your dog to Allan Gardens to enjoy life off the leash in the dog park. Get your groceries at the giant Loblaws at the former Maple Leaf Gardens. Catch a concert at the Phoenix. Your new home is located within walking distance of Ryerson and George Brown College, St. Michael's Hospital, Eaton Centre and schools. The TTC is steps from your door and Sherbourne, College, and Wellesley subway stations are all just minutes away.Your renovated rental apartment features a spacious kitchen with stainless steel appliances, chocolate parquet floors, and upgraded bathrooms. Enjoy stunning views of the city from your private balcony. You'll love the convenience of on-site laundry facilities and fully-equipped fitness facilities. You'll have peace of mind thanks to our on-site management and maintenance team and monitored security cameras. Living downtown doesn't mean you or your friends have to worry about hunting for parking. There are dedicated visitor parking spaces for your guests and assigned parking available for you. Sherwood Apartments is a Certified Rental Building.Sherbourne Apartments (392 Sherbourne Street) offers the ideal setting for your urban story.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/392-sherbourne-street-sherwood-apartments-apartment-for-rent/1684052966
SINGLE BEDROOM FOR RENT IN SHARED STUDENT DOWNTOWN APARTMENTS,950,"Toronto, ON M4Y 2G6",2024-03-01 12:17:56,,,,,,,,,No,,Yes,,,,,,"Single rooms for rent in shared student apartments, classic Victorian style house in the heart of downtown Toronto (Jarvis & Carlton)
Rental price: range from $ 950 to 1,200
HIGHLIGHTS
Newly renovated shared apartments featuring
- Modern hardwood flooring, high ceiling and tall
windows in bedrooms
- Spacious common areas with unique sky light
feature
- Classic exposed red brick wall and fireplaces
- Price inclusive of utilities (hydro, heating, water
and Wi-Fi )","9,367 visits",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/single-bedroom-for-rent-in-shared-student-downtown-apartments/1677066545
Private rooms- shared kitchen/WRoom-international students,630,"East York, ON M4C 4Y2",2024-03-13 05:30:28,,,,,,,,,No,,Yes,,,,,,Attention international students and others!,,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-rooms-shared-kitchen-wroom-international-students/1687882431
2+ Bedroom Apartment in a House for Rent near Yonge/Eglinton,2600,"148 Keewatin Avenue, Toronto, ON M4P 1Z8",2024-03-13 12:43:26,Apartment,2 + Den,1.5,"Hydro_No,Heat_Yes,Water_Yes",Not Included,1,1 Year,"April 1, 2024",Yes,900,No,No,Yard,Yes,"Laundry (In Building), Fridge / Freezer","Bicycle Parking, Storage Space","The apartment is located on the 2nd floor of 148 Keewatin Avenue in Uptown Toronto. It will be available on April 1st, 2024. The rental includes a den/guest bedroom next to the apartment, plenty of storage space, separate living and dining rooms, a kitchen (with fridge/freezer, stove/oven, and microwave), 1.5 bathrooms, use of the front porch and communal BBQ, and use of backyard. Heating, water, and one outdoor parking space at the back of the house are also included in the base rent. Tenant pays hydro, cable/satellite/internet, shared coin-operated washer and dryer in basement laundry facilities, and extra parking if required ($100/month per space). Viewings are on Saturdays from 1-4 PM. Minimum 1-year term. Call for more information and to schedule a viewing time.",10 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-in-a-house-for-rent-near-yonge-eglinton/1688089034
Finch West nr YorkU private for girl preferred all female place,800,"North York, ON M2R 3P6",2024-03-13 12:41:10,,,,,,,,,No,,Yes,,,,,,"Large private room for girl Preferred in house upper floor master bedroom
*all female
*great location
*all in
*April 1st or sooner
*no cars
*non smoking
*clean person please
*quiet space
*2 rooms to choose from
*bus access ttc subway near
*good for Yorkdale Senaca Dental college YorkU
*all Furnished
* month to month or longer term",3 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/finch-west-nr-yorku-private-for-girl-preferred-all-female-place/1688088821
Room available to share,,"Scarborough, ON M1C 1E3",2024-03-13 12:39:02,,,,,,,,,No,,Yes,,,,,,Looking for a boy to share a room in near to Morningside and ellesmere Scarborough. Preferably Sri Lankan. Please msg me if you interested. Room available from April or May.,3 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-to-share/1688088613
"Large, private pet friendly room w laundry near bus & Go train",1675,"Scarborough, ON M1M 1M1",2024-03-13 12:37:59,,,,,,,,,Yes,,No,,,,,,"Large and charismatic 2nd floor bedroom with access to laundry in a convenient neighborhood. Steps away from a bus stop and walking distance to the Midland Go Station (~15 min to downtown).
Near a fabulous tennis court, splash park, biking and walking trail.
The house is also close to an amazing sandy beach, Bluffers Park, marinas & sailing/yacht clubs. Close to all amenities. Walking distance to groceries, pharmacy, plaza, Starbucks & Go Station (about 15 mins to downtown by Go).
There are in total 3 bedrooms in the aparment where tenants share bathroom and kitchen. The kitchen has brandnew appliances.
Utilities and internet included.
The room is currently available so you can move in anytime. Can be rented short term or long term.
Viewings can take place on weekday evenings and weekends, starting Monday, Febuary 12, 2024.",215 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-private-pet-friendly-room-w-laundry-near-bus-go-train/1677863337
3 Bedroom Semi Detached House is Available for Rent,,"Merrybrook Trail, Brampton, ON",2024-03-13 12:37:32,House,3,3,,Not Included,2,1 Year,"April 1, 2024",No,"3,000",No,No,Not Included,No,,,"Experience modern contemporary living in this 3-bedroom 2+1-bathroom semi-detached residence. This stylish home is the epitome of comfort and convenience included with en-suite laundry, and open-scale backyard, and built-in garage. Amazing location near the Mount Pleasant GO Station, nearby parks and schools, alongside multiple plazas in the vicinity cater to your shopping and dining needs. NOTE: only the first and second floor are available, the basement is currently occupied.",6 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-semi-detached-house-is-available-for-rent/1688088483
